Year,Location,Location Description,Site Number,Colony Size Class,Colony Location Class,Count,Type of Info,Lat,Long,Notes,Collector,Source
1971,Pam Rocks,,,3,,30,Nests,49.4878,-123.2985,,GR Waters,B.C Nest Record Scheme
1974,Pam Rocks,,,3,,121,Pair,49.4878,-123.2985,,,Campbell 1976
1978,Pam Rocks,,,3,,151,Nests,49.4878,-123.2985,,,Moira Lemon
1980,Pam Rocks,,,3,,105,Nests,49.4878,-123.2985,,"P Nott, M McNall",B.C Nest Record Scheme
1981,Pam Rocks,,,3,,131,Nests,49.4878,-123.2985,,,Moira Lemon
1986,Pam Rocks,incl small islet,,3,,109,Nests,49.4878,-123.2985,,,Vermeer and Devito 1989
1999,Pam Rocks,incl small islet,,3,,25,Nests,49.4878,-123.2985,,,"Moira Lemon, Sullivan et al. 2002"
2010,Pam Rocks,incl small islet,,3,,7,Nests,49.4878,-123.2985,,,
1958,Passage Island,S tip and rock immediately south,,5,,16,Nests,49.3435,-123.3057,,A Muir  and J.G. Sarles,Drent and Guiguet 1961
1959,Passage Island,S. Rock,,5,,50,Pair. 38 nests with eggs,49.3435,-123.3057,,J. Toochin,Drent and Guiguet 1961
1963,Passage Island,,,5,,125,Pair,49.3435,-123.3057,,,B.C Nest Record Scheme
1964,Passage Island,,,5,,300,Nests (estimated),49.3435,-123.3057,,T Robertson,B.C. Nest Record Scheme
1966,Passage Island,,,5,,75,Pair,49.3435,-123.3057,,G Sink,B.C Nest Record Scheme
1968,Passage Island,,,5,,300,Pair,49.3435,-123.3057,orig est 275-325,R and P Drent,B.C Nest Record Scheme
1971,Passage Island,,,5,,400,Pair,49.3435,-123.3057,,GR Waters,B.C Nest Record Scheme
1974,Passage Island,,,5,,496,"Nests (371 eggs, 596 young)",49.3435,-123.3057,,,Campbell 1976
1978,Passage Island,,,5,,798,Nests,49.3435,-123.3057,,,Campbell et al 1990
1986,Passage Island,,,5,,384,Nests,49.3435,-123.3057,,,Vermeer and Devito 1989
2010,Passage Island,,,5,,7,Nests,49.3435,-123.3057,,,
1968,Point Atkinson,,,1,,4,Nests,49.3301,-123.265,,,"""Colony"" file in GWGU_laura - source unk."
1974,Point Atkinson,,,1,,3,Pair,49.3301,-123.265,,,Campbell 1976
1922,Race Rocks all,,,4,,72,Nests,48.304,-123.5314,Consder as all Race as count so similar to next year's (see note below),,"""Salish"" file in GWGU_laura - source unk."
1924,Race Rocks all,North Race Rock,,4,,75,"Nests (78 total, or typo? 75 pairs with young)",48.304,-123.5314,Consider as count for all of Race Rocks. Original account doesn't mention any birds on Great Race,Munro,Drent and Guiguet 1961
1953,Race Rocks all,All islands,,4,,72,Nests,48.299,-123.531,,CJ Guiguet,B.C. Nest Record Scheme
1958,Race Rocks all,All islands,,4,,325,Nests,48.299,-123.531,Summed 1958 counts,G.C. Odlum (lightkeeper),Drent and Guiguet 1961
1981,Race Rocks all,Assume Race Rocks all - see note,,4,,471,Nests,48.299,-123.531,Assume count is for all of Race Rocks as that is name of survey locality,B.C. Nest Record Scheme,Rodway 1991
1989,Race Rocks all,Race Rocks,,4,,424,Nests,48.299,-123.531,,K. Morgan and K. Vermeer,Vermeer et al. 1992
2009,Race Rocks all,Race Rocks,,4,,115,Nests,48.299,-123.531,,Adam Harding,Adam Harding pers. comm. 2009
1923,Ragged Islets,,,3,,0,Nests,49.0263,-123.6958,,,Campbell et al 1990
1961,Ragged Islets,,,3,,15,Pair,49.0263,-123.6958,,,B.C Nest Record Scheme
1963,Ragged Islets,,,3,,15,Pair,49.0263,-123.6958,orig est 10-20,"MS Rodway, RW Campbell",B.C. Nest Record Scheme
1968,Ragged Islets,,,3,,55,Pair,49.0263,-123.6958,orig est 50-60,R Drent,B.C Nest Record Scheme
1974,Ragged Islets,,,3,,103,Pair,49.0263,-123.6958,,,Campbell 1976
1977,Ragged Islets,,,3,,126,Nests,49.0263,-123.6958,,"MS Rodway, RW Campbell",B.C. Nest Record Scheme
1978,Ragged Islets,,,3,,130,Nests,49.0263,-123.6958,,,Campbell et al 1990
1986,Ragged Islets,,,3,,69,Nests,49.0263,-123.6958,,,Vermeer and Devito 1989
2010,Ragged Islets,,,3,,18,Nests,49.0263,-123.6958,,,
1974,Reay Island,,,1,,5,Pair,48.6835,-123.3291,,,Campbell 1976
1977,Reay Island,,,1,,6,Nests,48.6835,-123.3291,,,B.C Nest Record Scheme
1999,Reay Island,,,1,,0,"Nests, 1 start nest recorded",48.6835,-123.3291,,,Moira Lemon BLOY egg collection 1999
2010,Reay Island,,,1,,0,Nests,48.6835,-123.3291,,Todd Golumbia,T Golumbia pers comm
1974,Reifel Refuge,,,1,,3,Pair,49.1051,-123.1797,,,Campbell 1976
1987,Reifel Refuge,,,1,,1,Nest,49.1051,-123.1797,,J Perrs,B.C. Nest Record Scheme
1988,Reifel Refuge,,,1,,0,Nests,49.1051,-123.1797,,J Perrs,B.C. Nest Record Scheme
1963,Rose Islets,,,3,,50,Pair,49.008,-123.644,,"MS Rodway, RW Campbell",B.C. Nest Record Scheme
1968,Rose Islets,,,3,,100,Pair,49.008,-123.644,,,B.C Nest Record Scheme
1969,Rose Islets,,,3,,100,Pair,49.008,-123.644,,,B.C Nest Record Scheme
1972,Rose Islets,,,3,,1,Nests,49.008,-123.644,,,Campbell et al 1990
1974,Rose Islets,,,3,,208,Pair,49.008,-123.644,,,Campbell 1976
1976,Rose Islets,,,3,,119,Pair,49.008,-123.644,,,B.C Nest Record Scheme
1977,Rose Islets,,,3,,167,Pair,49.008,-123.644,,,B.C Nest Record Scheme
1981,Rose Islets,,,3,,211,Nests,49.008,-123.644,,,Campbell et al 1990
1984,Rose Islets,,,3,,41,Nests,49.008,-123.644,,,B.C Nest Record Scheme
1985,Rose Islets,,,3,,112,Nests,49.008,-123.644,,,Vermeer and Devito 1989
1986,Rose Islets,,,3,,116,Nests,49.008,-123.644,,,Vermeer and Devito 1989
2010,Rose Islets,,,3,,12,Nests,49.008,-123.644,,,
1977,Ruxton Island,Cliffs,,1,,2,Nests,49.0723,-123.6999,,"MS Rodway, RW Campbell",B.C. Nest Record Scheme
1986,Ruxton Island,,,1,,2,Nests,49.0723,-123.6999,,,Vermeer and Devito 1989
1986,Sallas Rocks,,,2,,29,Nests,48.585,-123.2903,,,Vermeer and Devito 1989
1997,Sallas Rocks,,,2,,13,Nests,48.585,-123.2903,,,Sullivan et al 2002
2006,Sallas Rocks,,,2,,0,Nests,48.585,-123.2903,,R. Butler,Butler pers. comm.
2009,Sallas Rocks,,,2,,9,Nests,48.585,-123.2903,,T. Golumbia,Todd Golumbia pers. comm. 2009
1974,Saltspring Island,Unnamed rock in mouth of Long Harbour,,1,,3,Nests,48.8522,-123.4413,,"MS Rodway, RW Campbell",B.C. Nest Record Scheme
1977,Saltspring Island,Unnamed rock in mouth of Long Harbour,,1,,1,Nest,48.8522,-123.4413,,"MS Rodway, RW Campbell",B.C. Nest Record Scheme
1977,Saturna Island,South of East Point,,1,,7,Nests,48.7839,-123.0448,,"MS Rodway, RW Campbell",B.C. Nest Record Scheme
1986,Saturna Island,East Point,,1,,7,Nests,48.7839,-123.0448,,,Vermeer and Devito 1989
1940,Sisters Islets,,,3,,100,Pair. Gulls observed nesting  (with eggs and young),49.4867,-124.4349,,O.S. Dean (lightkeeper),Drent and Guiguet 1961
1941,Sisters Islets,,,3,,100,Pair. Gulls observed nesting  (with eggs and young),49.4867,-124.4349,,O.S. Dean (lightkeeper),Drent and Guiguet 1961
1942,Sisters Islets,,,3,,100,Pair. Gulls observed nesting  (with eggs and young),49.4867,-124.4349,,O.S. Dean (lightkeeper),Drent and Guiguet 1961
1943,Sisters Islets,,,3,,100,Pair. Gulls observed nesting  (with eggs and young),49.4867,-124.4349,,O.S. Dean (lightkeeper),Drent and Guiguet 1961
1951,Sisters Islets,,,3,,100,Pair. Gulls observed nesting  (with eggs and young),49.4867,-124.4349,,Mrs. A.G. Waldon,Drent and Guiguet 1961
1968,Sisters Islets,,,3,,74,Pair,49.4867,-124.4349,,R and N Drent,B.C Nest Record Scheme
1974,Sisters Islets,,,3,,108,Pair,49.4867,-124.4349,,,Campbell 1976
1978,Sisters Islets,,,3,,85,Nests,49.4867,-124.4349,,MGS TES,B.C. Nest Record Scheme
1981,Sisters Islets,,,3,,151,Nests,49.4867,-124.4349,,RW Campbell,Campbell et al 1990
1986,Sisters Islets,,,3,,25,Nests,49.4867,-124.4349,,,Vermeer and Devito 1989
1958,Siwash Rock,,,1,,4,Pair,49.3088,-123.156,Orig est 3-4,E. Moody via J. Toochin,Drent and Guiguet 1961
1961,Siwash Rock,,,1,,2,Pair,49.3088,-123.156,,,B.C Nest Record Scheme
1962,Siwash Rock,,,1,,1,Pair,49.3088,-123.156,,,B.C Nest Record Scheme
1967,Siwash Rock,,,1,,2,Pair,49.3088,-123.156,,,B.C Nest Record Scheme
1974,Siwash Rock,,,1,,6,Pair,49.3088,-123.156,,,Campbell 1976
1976,Siwash Rock,,,1,,3,Nests,49.3088,-123.156,,,B.C Nest Record Scheme
1977,Siwash Rock,,,1,,4,Pair,49.3088,-123.156,,,B.C Nest Record Scheme
1986,Siwash Rock,,,1,,8,Nests,49.3088,-123.156,,,Vermeer and Devito 1989
2010,Siwash Rock,,,1,,0,Nests,49.3088,-123.156,,,
1958,Snake Island,,,5,,350,Pair,49.216,-123.8907,orig est 300-400,J.G. Sarles,Drent and Guiguet 1961
1959,Snake Island,,,5,,500,Pair,49.216,-123.8907,,Wm. Merilees,Drent and Guiguet 1961
1960,Snake Island,,,5,,350,Pair,49.216,-123.8907,orig est 300-400,R. Drent,Drent and Guiguet 1961
1964,Snake Island,,,5,,300,Pair,49.216,-123.8907,,,B.C Nest Record Scheme
1968,Snake Island,,,5,,330,Pair,49.216,-123.8907,,R and P Drent,B.C. Nest Record Scheme
1974,Snake Island,,,5,,558,Pair,49.216,-123.8907,,,Campbell 1976
1975,Snake Island,,,5,,610,Nests,49.216,-123.8907,,,Moira Lemon
1977,Snake Island,,,5,,400,Pair,49.216,-123.8907,,,B.C Nest Record Scheme
1978,Snake Island,,,5,,615,Nests,49.216,-123.8907,,,Moira Lemon
1980,Snake Island,,,5,,426,Nests,49.216,-123.8907,,,Moira Lemon
1981,Snake Island,,,5,,719,Nests,49.216,-123.8907,,,Moira Lemon
1986,Snake Island,,,5,,673,Nests,49.216,-123.8907,,,Vermeer and Devito 1989
1999,Snake Island,,,5,,204,Nests,49.216,-123.8907,,,"Moira Lemon, Sullivan et al. 2002"
2010,Snake Island,,,5,,20,Nests,49.216,-123.8907,,,
1960,Sooke Bay,,,1,,2,Nests,48.3677,-123.7732,,J.A. Brooks,Drent and Guiguet 1961
1974,Sooke Bay,,,1,,2,Pair,48.3677,-123.7732,,,Campbell 1976
1974,South Bedford Island,,,1,,2,Pair,48.3135,-123.6004,,,Campbell 1876
1975,South Bedford Island,,,1,,2,Nests,48.3135,-123.6004,,"P Nott, G Seedhouse",B.C Nest Record Scheme
1977,South Bedford Island,,,1,,21,Pair,48.3135,-123.6004,,,B.C Nest Record Scheme
1972,Tent Island,,,2,,1,Pair,48.9283,-123.6292,,"MS Rodway, RW Campbell",B.C Nest Record Scheme
1974,Tent Island,,,2,,3,Pair,48.9283,-123.6292,,"MS Rodway, RW Campbell",Campbell 1976
1976,Tent Island,,,2,,5,Nests,48.9283,-123.6292,,"MS Rodway, RW Campbell",B.C Nest Record Scheme
1977,Tent Island,,,2,,16,Pair,48.9283,-123.6292,,"MS Rodway, RW Campbell",B.C Nest Record Scheme
1985,Tent Island,,,2,,11,Nests,48.9283,-123.6292,,,Vermeer and Devito 1989
1986,Tent Island,Cliffs and cliff cavities,,2,,12,Nests,48.9283,-123.6292,,,Vermeer and Devito 1989
1953,Trial Island,,,3,,50,Pair,48.3976,-123.3057,,CJG MS,Drent and Guiguet 1961
1959,Trial Island,,,3,,50,Pair,48.3976,-123.3057,,D.H. Franklin (lightkeeper),Drent and Guiguet 1961
1960,Trial Island,,,3,,46,Nests,48.3976,-123.3057,,Miss June Franklin,Drent and Guiguet 1961
1961,Trial Island,,,3,,39,Pair,48.3976,-123.3057,,,B.C Nest Record Scheme
1973,Trial Island,,,3,,2,Nests,48.3976,-123.3057,,,B.C Nest Record Scheme
1974,Trial Island,,,3,,3,Pair,48.3976,-123.3057,,,Campbell 1976
2010,Trial Island,,,3,,100,Nests,48.3976,-123.3057,Rough estimate from memory,"Meredith Dickman, lightkepper","M Dickman, pers comm"
1974,Tsawwassen,Breakwater,,3,,115,Pair,48.9967,-123.0953,,,Campbell 1976
1974,Tsawwassen,Jetty,,3,,9,Pair,49.0191,-123.1121,,,Campbell 1976
1977,Tsawwassen,Breakwater,,3,,160,Pair,48.9967,-123.0953,,,B.C Nest Record Scheme
1986,Tsawwassen,Breakwater,,3,,238,Nests,48.9967,-123.0953,,,Vermeer and Devito 1989
2010,Tsawwassen,Jetty,,3,,4,Pair,49.0191,-123.1121,,,R. Butler pers. comm.
1977,Valdes Island,Cliffs,,1,,1,Nest,49.0581,-123.6333,,"MS Rodway, RW Campbell",B.C. Nest Record Scheme
1978,Valdes Island,Cliffs,,1,,1,Pair,49.0581,-123.6333,,"GP Sink, UBC Con't Ed Tour",B.C. Nest Record Scheme
1974,Vancouver Buildings,Buildings,,,,4,Pair,49.2737,-123.102,,,Campbell 1976
1986,Vancouver Buildings,Buildings,,,,500,Pair,49.2737,-123.102,,Vermeer et al 1988,Vermeer 1992
1986,Vancouver Burrard Bridge,Burrard Bridge,,1,,9,Nests,49.2747,-123.1392,,,Vermeer and Devito 1989
2010,Vancouver Burrard Bridge,Burrard Bridge,,1,,1,Nests,49.2747,-123.1392,,,
1986,Vancouver Burrard Inlet,Burrard Inlet,,1,,8,Nests,49.3105,-123.1045,,,Vermeer and Devito 1989
1986,Vancouver Harbour,Harbour,,,,112,Pair,49.2853,-123.0989,,Vermeer et al 1988,Rodway 1991
1974,Vancouver Lions Gate Bridge,Lions Gate Bridge,,1,,1,Pair,49.3141,-123.1399,,,Campbell 1976
1986,Vancouver Lions Gate Bridge,Lions Gate Bridge,,1,,1,Nest,49.3141,-123.1399,,,Vermeer and Devito 1989
2010,Vancouver Lions Gate Bridge,Lions Gate Bridge,,1,,2,Nests,49.3141,-123.1399,,,
1959,Vancouver Prospect Point,Prospect Point,,1,,2,Pair,49.314,-123.1415,,W. Hughes,Drent and Guiguet 1961
1974,Vancouver Prospect Point,Prospect Point,,1,,5,Pair,49.314,-123.1415,,,Campbell 1976
1986,Vancouver Prospect Point,Prospect Point,,1,,4,Nests,49.314,-123.1415,,,Vermeer and Devito 1989
2010,Vancouver Prospect Point,Prospect Point,,1,,0,Nests,49.314,-123.1415,,,
1984,Vancouver Second Narrows Bridge,Second Narrows Bridge,,2,,40,Nests,49.2948,-123.0263,,"D Wilson, O Dunbar, K Hobson",B.C Nest Record Scheme
1986,Vancouver Second Narrows Bridge,Second Narrows Bridge,,2,,40,Nests,49.2948,-123.0263,,,Vermeer and Devito 1989
1974,VictoriaBBS,,,,,314,Nests,,,,,
1975,VictoriaBBS,,,,,230,Nests,,,,,
1976,VictoriaBBS,,,,,209,Nests,,,,,
1977,VictoriaBBS,,,,,341,Nests,,,,,
1978,VictoriaBBS,,,,,173,Nests,,,,,
1979,VictoriaBBS,,,,,220,Nests,,,,,
1980,VictoriaBBS,,,,,340,Nests,,,,,
1981,VictoriaBBS,,,,,310,Nests,,,,,
1982,VictoriaBBS,,,,,233,Nests,,,,,
1988,VictoriaBBS,,,,,215,Nests,,,,,
1989,VictoriaBBS,,,,,269,Nests,,,,,
1990,VictoriaBBS,,,,,312,Nests,,,,,
1991,VictoriaBBS,,,,,116,Nests,,,,,
1992,VictoriaBBS,,,,,110,Nests,,,,,
1993,VictoriaBBS,,,,,208,Nests,,,,,
1994,VictoriaBBS,,,,,226,Nests,,,,,
1995,VictoriaBBS,,,,,55,Nests,,,,,
1996,VictoriaBBS,,,,,50,Nests,,,,,
1998,VictoriaBBS,,,,,85,Nests,,,,,
1999,VictoriaBBS,,,,,66,Nests,,,,,
2000,VictoriaBBS,,,,,55,Nests,,,,,
2001,VictoriaBBS,,,,,61,Nests,,,,,
2002,VictoriaBBS,,,,,52,Nests,,,,,
1966,Vivian Island,,,3,,59,Nests,49.841,-124.7011,,,Campbell et al 1990
1970,Vivian Island,,,3,,75,Pair,49.841,-124.7011,,,B.C Nest Record Scheme
1972,Vivian Island,,,3,,240,Nests,49.841,-124.7011,,,B.C Nest Record Scheme
1974,Vivian Island,,,3,,218,Pair,49.841,-124.7011,,,Campbell 1976
1975,Vivian Island,,,3,,245,Nests,49.841,-124.7011,,,Campbell et al 1990
1978,Vivian Island,,,3,,240,Pair,49.841,-124.7011,,,B.C Nest Record Scheme
1986,Vivian Island,,,3,,208,Nests,49.841,-124.7011,,,Vermeer and Devito 1989
2006,Vivian Island,,,3,,0,Adults,49.841,-124.7011,,Rob Butler,Rob Butler pers. comm. 2009
1974,Wallace Island,,,2,,3,Nests,48.9394,-123.5562,,"MS Rodway, RW Campbell",B.C Nest Record Scheme
1977,Wallace Island,,,2,,12,Pair,48.9394,-123.5562,,"MS Rodway, RW Campbell",B.C Nest Record Scheme
1985,Wallace Island,Unnamed rocks,,2,,3,Nests,48.9394,-123.5562,,,Vermeer and Devito 1989
1986,Wallace Island,Unnamed rocks,,2,,3,Nests,48.9394,-123.5562,,,Vermeer and Devito 1989
1968,White Islets,,,4,,340,Pair,49.4183,-123.712,,,B.C Nest Record Scheme
1974,White Islets,,,4,,279,Pair,49.4183,-123.712,,,Campbell 1976
1986,White Islets,,,4,,490,Nests,49.4183,-123.712,,,Vermeer and Devito 1989
2010,White Islets,,,4,,253,Nests,49.4183,-123.712,,,
1978,Whyte Islet,,,2,,6,Nests,49.3661,-123.2835,,R W Campbell,B.C Nest Record Scheme
1981,Whyte Islet,,,2,,22,Nests,49.3661,-123.2835,,,Moira Lemon
1986,Whyte Islet,,,2,,10,Nests,49.3661,-123.2835,"Based on being there in the boat, assumed this was ""Unnamed It"" in Vermeer & Devito 1986",,
1999,Whyte Islet,,,2,,0,Nests,49.3661,-123.2835,,,Moira Lemon
2010,Whyte Islet,,,2,,0,Nests,49.3661,-123.2835,,,
